Review_ID,Header,Date,Header_Tags,Perks_Tags,Rating_Data,Review_Text,Helpful_Count,Employer_Response_Date,Employer_Response_Title,Employer_Response_Msg,Review_Link
review2417978,Отзыв сотрудника,Март 2024,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Домодедово']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Компенсация питания', 'Оплата транспортных расходов', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Бесплатный, трансфер...зачисление 318 баллы на обед , график 3/3 ночь. Кипияй премия за успешные работы при выпольнение 90 % и хорошые коллективы добрые и дисциплина строго все. Особенно соблюдение ТЕХНИКИ БЕЗОПАСНОСТИ НА СКЛАДЕ.<separator>Сотрудников и мативации при при работе на складах ВИ ДОМОДЕДОВА.",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2417978
review2417934,Frontend-разработчик,Март 2024,"['Бывший сотрудник', 'Стаж в компании: 1-2 года', 'Нижний Новгород']","['Своевременная оплата труда', 'Удаленная работа', 'Гибкий рабочий график', 'Профессиональное обучение', 'Система наставничества']","rating|4,3,5,5,4,3","свобода в выборе рабочего графика, открытость<separator>грейдирование было очень странным с целью удержать грейд, либо незначительно повысить его",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2417934
review2416149,Менеджер по продажам,Март 2024,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Челябинск']","['Своевременная оплата труда', 'Удобное расположение работы', 'Медицинское страхование', 'Оплата больничного', 'Система наставничества']","rating|4,2,5,4,3,3","Хороший коллектив, хорошо организованно, приятно работать. Близко к дому. Есть обучение и карьерный рост.<separator>Заработную плату дотянуть до медианной региона.",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2416149
review2412699,Оператор клиентской базы,Март 2024,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Оплата больничного', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Близость к дому; возможность иногда работать из дома; отличный руководитель; хороший коллектив , который всегда поможет; заработная плата<separator>Коммуникация между отделами",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2412699
review2411525,Системный аналитик,Март 2024,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удаленная работа', 'Медицинское страхование', 'Гибкий рабочий график', 'Профессиональное обучение', 'Система наставничества', 'Корпоративные мероприятия']","rating|4,3,5,5,5,5","Это лучшая компания для стабильно роста в сфере акции с новыми интересными проектами с потрясающим коллективом и хорошей зп<separator>Мерча не дают и всяких концтаваров, не самый лучший на свете дмс",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2411525
review2409249,Старший менеджер по продажам,Март 2024,"['Работаю в компании', 'Стаж в компании: 3-5 лет', 'Оренбург']","['Своевременная оплата труда', 'Удобное расположение работы', 'Удаленная работа', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Гибкий график, строится самими менеджерами, лояльность к сотрудникам, бонусы, корпоративное обучение<separator>Всё устраивает, всё хорошо",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2409249
review2406744,Координатор,Март 2024,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Наличие кухни, места для обеда', 'Оплата больничного', 'Компенсация питания', 'Оплата транспортных расходов', 'Место для парковки']","rating|5,5,5,5,5,5","Компания очень быстро развивается, много рабочих мест, есть куда стремится.<separator>Зарплату бы поднять .",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2406744
review2406143,Старший менеджер по продажам,Март 2024,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Иваново']","['Своевременная оплата труда', 'Удобное расположение работы', 'Профессиональное обучение', 'Система наставничества', 'Корпоративные мероприятия']","rating|4,4,5,4,5,5","Самостоятельное составление графика, возможность ""рулить"" самому<separator>Взаимодействие с руководством",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2406143
review2406139,Наставник,Март 2024,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Домодедово']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Компенсация питания', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,4,5,1,5,4","Забота о сотрудниках: зп без задержек и ошибок в расчётах, корпоративная культура, обеды, трансфер, форма, внутренняя политика компании, условия труда, возможность вырасти.<separator>Более тщательно подбирать руководящий состав.",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2406139
review2405469,Продавец-кассир,Март 2024,"['Бывший сотрудник', 'Стаж в компании: Меньше года']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Оплата больничного', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,1,5,1","Работа отличная! Серьезно.
-Коллеги по работе всегда помогут и подскажут
-Хорошая заработная плата
-Отличные условия работы(Есть стол для обеда,холодильник,чайник и т.п)
На этом из хорошего все...<separator>1. Не совсем понятное отношение руководства
Если им что-то не понравиться в тебе - увольнение
2. Обучение - вроде неплохое но со своими нюансами
Во-первых ну ОЧЕНЬ поздно они дают пройти интерактивные тесты(как сделать возврат или оформить брак) когда ты уже отработал МЕСЯЦ... своевременно,что сказать.
Во-вторых обещали что буду работать 2-3 месяца по графику 5/2 и после чего будет аттестация на знания и после чего график будет 2/2 и все типа. А по факту заставили работать 6 дней подрят после чего я сразу начал работать 2/2 и через месяц ""работы"" сразу аттестация.",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Если у вас возникли трудности коммуникаций с руководителем, вы можете обратиться к HR бизнес-партнерам. Мы сожалеем, что сроки обучения задержались. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2405469
review2404931,Оператор call-центра,Март 2024,"['Бывший сотрудник', 'Стаж в компании: 1-2 года', 'Москва']",[],"rating|5,3,5,4,4,5","Большое внимание уделяют работникам, что касаемо развития и семейного отдыха<separator>Возможность питаться бесплатно в столовой и 13 зарплату",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2404931
review2402457,Руководитель IT проектов,Март 2024,"['Работаю в компании', 'Стаж в компании: 3-5 лет', 'Москва']","['Своевременная оплата труда', 'Удаленная работа', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Оплата транспортных расходов', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|4,3,5,5,4,5","Менеджмент, ценности<separator>Уровень з/п, условия для релокантов",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2402457
review2400963,Специалист по комплектации,Март 2024,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Москва']","['Наличие кухни, места для обеда', 'Медицинское страхование', 'Место для парковки']","rating|2,2,3,2,3,1","График приемлемый, близость к дому, зарплата без задержек, стоянка имеется.<separator>Коммуникация между сотрудниками, обеспечить сотрудников формой в полном объеме, питание отвратное.",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2400963
review2397991,Менеджер по продажам,Март 2024,"['Бывший сотрудник', 'Стаж в компании: 1-2 года', 'Москва']","['Своевременная оплата труда', 'Медицинское страхование', 'Оплата больничного', 'Профессиональное обучение', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","Стабильность, условия труда, отношение руководства к своим подчиненным<separator>Исправить ситуацию с текучестью по кадрам, РЕГИОН ПФО",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2397991
review2394580,Менеджер по продажам,Март 2024,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Соликамск']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Оплата больничного', 'Гибкий рабочий график', 'Система наставничества', 'Корпоративные мероприятия']","rating|4,5,4,3,4,4","Свобода в выборе рабочего графика,не слишком отдалено от дома,развивающаяся компания<separator>Коммуникация в коллективе",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2394580
review2392389,Специалист по комплектации,Март 2024,"['Работаю в компании', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Корпоративные мероприятия']","rating|5,3,4,3,5,1","Чистый склад, действительно класс А. Питание предоставляется. Склад в Быково МО<separator>Коллектив дружный, руководство не адекватное",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Если у вас возникли трудности во взаимодействии с руководителем, вы можете обратиться к HR-бизнес партнерам для разрешения ситуации. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2392389
review2392023,Менеджер по продажам,Март 2024,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Москва']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график']","rating|4,3,5,5,5,3","Условия труда нормальные, коллектив хороший (я говорю за свой сектор)<separator>Зарплата, хотелось больше",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2392023
review2389805,Сотрудник по комплектации,Февраль 2024,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Москва']","['Своевременная оплата труда', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Компенсация питания', 'Корпоративный транспорт', 'Профессиональное обучение', 'Место для парковки', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,5","За без задержек, график, сам процесс работы можно выбрать любой отдел<separator>Хотелось бы чуть чуть поднять зп",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2389805
review2388997,Специалист склада,Февраль 2024,"['Бывший сотрудник', 'Домодедово']","['Своевременная оплата труда', 'Удобное расположение работы', 'Оплата больничного', 'Компенсация питания', 'Корпоративный транспорт']","rating|4,3,3,3,1,3","Близость к дому .
Чистый склад.
Доставка транспортом компании<separator>Изменить планирование работы смен непосредственно на участках работы.",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2388997
review2381753,Специалист по комплектации,Февраль 2024,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Домодедово']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Гибкий рабочий график', 'Корпоративный транспорт']","rating|5,5,3,4,5,5","Всегда идут на встречу, помогают в развитии.Можно подобрать график работы<separator>Равноправия сотрудников, чтобы бы все отвечали за свои проделанные работы",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2381753
review2368651,Специалист зонального контроля,Февраль 2024,"['Работаю в компании', 'Стаж в компании: 1-2 года', 'Санкт-Петербург']","['Своевременная оплата труда', 'Оплата транспортных расходов']","rating|3,4,5,5,3,2","Компетентное, по-большей части, руководство. Хорошие коллеги<separator>Лицемерие, пронизывающие всю компанию насквозь. Двойные стандарты на каждом шагу, фиктивная возможность оставлять ОС",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2368651
review2365226,Специалист по работе с клиентами,Февраль 2024,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Москва']","['Своевременная оплата труда', 'Удаленная работа', 'Оплата больничного', 'Гибкий рабочий график', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,5,5,5,5,4","Лояльное отношение со стороны руководства.Всегда идут на уступки.Получилось что по состоянию здоровья и семейным обстоятельствам,много брала бс и открывала больничный.Ни разу не отказали в отпуске без содержания.<separator>Все здорово,но мне хотелось чуть другой график.",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2365226
review2362592,Менеджер по продажам,Февраль 2024,"['Бывший сотрудник', 'Стаж в компании: Меньше года', 'Домодедово']","['Своевременная оплата труда', 'Удобное расположение работы', 'Наличие кухни, места для обеда', 'Медицинское страхование', 'Оплата больничного', 'Корпоративный транспорт', 'Профессиональное обучение', 'Система наставничества', 'Корпоративные мероприятия']","rating|5,4,5,2,2,4","Работа рядом с домом. Хорошие условия труда.
Работодатель даёт ДМС.
Постоянные курсы по повышению квалификации.<separator>Система начисления зп выглядит прозрачной. Но сложно до конца разобраться как это работает.
В офисе не хватает зоны для отдыха.",0,Март 2024,Ответ представителя компании,"Добрый день!
Спасибо за оставленный отзыв. Мы прислушиваемся к вам и улучшаем взаимодействие внутри компании. Если у вас возникли трудности с расчетом заработной платы, вы можете напрямую обратиться к своему руководителю для разбора системы расчета. Будем благодарны, если поделитесь более подробной информацией об условиях - anastasiya.ochkina@vseinstrumenti.ru",https://dreamjob.ru/employers/30831?review_id=2362592
